posting_id,posting_title_j,posting_title_s,company_name_j,company_name_s,company_name_clean_j,company_name_clean_s,job_category,job_category_kor,posting_tech_stack,experience_j,experience_s,education_j,education_s,employment_type,salary,position,company_keywords_jumpit,company_tech_stack,company_type,industry,start_datetime,end_datetime,posting_views_total,applicants_total,exp_min,exp_max,edu_category
51552111,QA Engineer 모집,QA Engineer 모집,쓰리아이,(주)쓰리아이,쓰리아이,쓰리아이,1,서버/백엔드 개발자,Jira;HW;SW;QA;Grafana;Python;Confluence;WebRTC;Selenium;Appium,경력 3~20년,경력 3~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"","연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;프리한 복장;시리즈A 투자유치;평균연봉 7,000 이상;예비 유니콘",Redmine;MachineLearning;Grafana;HW;Kubeflow;QA;TypeScript;OneSaas;PyTorch;Docker;Confluence;Easy Redmine;JavaScript;React.js Boilerplate;Selenium;AWS;Python;TensorFlow;C++;SW;Appium;Jira;Vue.js;Git;OpenCV;WebRTC,중소기업;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.08.14 00:00,2025.09.12 23:59,458,28,3,20,대졸(예정)
51552111,QA Engineer 모집,QA Engineer 모집,쓰리아이,(주)쓰리아이,쓰리아이,쓰리아이,11,QA 엔지니어,Jira;HW;SW;QA;Grafana;Python;Confluence;WebRTC;Selenium;Appium,경력 3~20년,경력 3~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"","연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;프리한 복장;시리즈A 투자유치;평균연봉 7,000 이상;예비 유니콘",Redmine;MachineLearning;Grafana;HW;Kubeflow;QA;TypeScript;OneSaas;PyTorch;Docker;Confluence;Easy Redmine;JavaScript;React.js Boilerplate;Selenium;AWS;Python;TensorFlow;C++;SW;Appium;Jira;Vue.js;Git;OpenCV;WebRTC,중소기업;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.08.14 00:00,2025.09.12 23:59,458,28,3,20,대졸(예정)
51552111,QA Engineer 모집,QA Engineer 모집,쓰리아이,(주)쓰리아이,쓰리아이,쓰리아이,13,HW/임베디드,Jira;HW;SW;QA;Grafana;Python;Confluence;WebRTC;Selenium;Appium,경력 3~20년,경력 3~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"","연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;프리한 복장;시리즈A 투자유치;평균연봉 7,000 이상;예비 유니콘",Redmine;MachineLearning;Grafana;HW;Kubeflow;QA;TypeScript;OneSaas;PyTorch;Docker;Confluence;Easy Redmine;JavaScript;React.js Boilerplate;Selenium;AWS;Python;TensorFlow;C++;SW;Appium;Jira;Vue.js;Git;OpenCV;WebRTC,중소기업;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.08.14 00:00,2025.09.12 23:59,458,28,3,20,대졸(예정)
51552111,QA Engineer 모집,QA Engineer 모집,쓰리아이,(주)쓰리아이,쓰리아이,쓰리아이,15,SW/솔루션,Jira;HW;SW;QA;Grafana;Python;Confluence;WebRTC;Selenium;Appium,경력 3~20년,경력 3~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"","연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;프리한 복장;시리즈A 투자유치;평균연봉 7,000 이상;예비 유니콘",Redmine;MachineLearning;Grafana;HW;Kubeflow;QA;TypeScript;OneSaas;PyTorch;Docker;Confluence;Easy Redmine;JavaScript;React.js Boilerplate;Selenium;AWS;Python;TensorFlow;C++;SW;Appium;Jira;Vue.js;Git;OpenCV;WebRTC,중소기업;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업,2025.08.14 00:00,2025.09.12 23:59,458,28,3,20,대졸(예정)
51525750,[서울] Sr.백엔드 개발 (7년 ↑),[서울] Sr.백엔드 개발 (7년 ↑),크리스틴컴퍼니,(주)크리스틴컴퍼니,크리스틴컴퍼니,크리스틴컴퍼니,1,서버/백엔드 개발자,NestJS;WebSocket;PostgreSQL;MongoDB;Redis;Docker;RESTAPI;Notion;Slack;Python,경력 7~10년,경력 7~10년,무관,학력무관,정규직,면접 후 결정,"",급성장중;자유로운 연차;패밀리데이;프리한 복장;매출액 20% 지속성장;워라밸;성과급/상여금,GitHub;PostgreSQL;Redis;Next.js;React;WebSocket;TypeScript;React Query;REST API;Docker;Slack;Zustand;Notion;MongoDB;styled-components;NestJS;Python,중소기업;주식회사;수출입 기업,구두류 제조업,2025.08.11 00:00,2025.09.09 23:59,202,35,7,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51722528,백엔드개발 산업기능요원,백엔드개발 산업기능요원,리비바이오,(주)리비바이오,리비바이오,리비바이오,1,서버/백엔드 개발자,Backendless;MySQL;Node.js;PostgreSQL;Redis;TypeScript,신입,신입,무관,학력무관,병역특례,면접 후 결정,"",장기근속 포상;2호선 역세권 기업;유연근무제;점심지원,Java;PostgreSQL;Go;Redis;Node.js;iOS;Kotlin;TypeScript;Backendless;Git;MySQL;PHP;BigData;MSA;Swift;Android SDK;Android Studio;Etl;Android OS,중소기업,데이터베이스 및 온라인정보 제공업,2025.09.03 00:00,2025.10.02 23:59,172,11,0,0,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51580000,CRM·이커머스 백엔드 개발자 (경력),CRM·이커머스 백엔드 개발자 (경력),서플러스글로벌,(주)서플러스글로벌,서플러스글로벌,서플러스글로벌,1,서버/백엔드 개발자,Java;SpringBoot;Etl;Elasticsearch;MySQL;MariaDB;RESTAPI;GitFlow;Jira;Confluence,경력 5~20년,경력 5~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",급성장중;코스닥,Java;ERP;Git Flow;PostgreSQL;MariaDB;Spring Boot;MSSQL;Spring;Jira;REST API;Elasticsearch;Confluence;MySQL;Oracle;Etl,중견기업;코스닥;주식회사;수출입 기업,기타 산업용 기계 및 장비 도매업,2025.08.18 00:00,2025.09.16 23:59,227,12,5,20,대졸(예정)
51630790,백엔드 개발자 채용,백엔드 개발자 채용,서울거래,서울거래(주),서울거래,서울거래,1,서버/백엔드 개발자,Python;Django;Git;AWS;PostgreSQL;Celery;RDB;HTML5;CSS3;Java,경력 4~20년,경력 4~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"","육아휴직;자유로운 연차;프리한 복장;5호선 역세권 기업;아기 유니콘;워라밸;시리즈A 투자유치;성과급/상여금;평균연봉 6,000 이상",Java;CSS 3;MVVM;PostgreSQL;Infra;iOS;REST API;RDB;jQuery;Git;Celery;Django;HTML5;JavaScript;Create React Native App;Flutter;AWS;Android OS;Python;Dart,중소기업;주식회사,컴퓨터 프로그래밍 서비스업,2025.08.24 00:00,2025.09.22 23:59,309,29,4,20,대졸(예정)
51630790,백엔드 개발자 채용,백엔드 개발자 채용,서울거래,서울거래(주),서울거래,서울거래,3,웹 풀스택 개발자,Python;Django;Git;AWS;PostgreSQL;Celery;RDB;HTML5;CSS3;Java,경력 4~20년,경력 4~20년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"","육아휴직;자유로운 연차;프리한 복장;5호선 역세권 기업;아기 유니콘;워라밸;시리즈A 투자유치;성과급/상여금;평균연봉 6,000 이상",Java;CSS 3;MVVM;PostgreSQL;Infra;iOS;REST API;RDB;jQuery;Git;Celery;Django;HTML5;JavaScript;Create React Native App;Flutter;AWS;Android OS;Python;Dart,중소기업;주식회사,컴퓨터 프로그래밍 서비스업,2025.08.24 00:00,2025.09.22 23:59,309,29,4,20,대졸(예정)
51629223,경력 Veeam 백업 엔지니어 모집,경력 Veeam 백업 엔지니어 모집,이비즈테크,(주)이비즈테크,이비즈테크,이비즈테크,1,서버/백엔드 개발자,Linux;Windows;DB;Oracle;MSSQL,경력 1년,경력 1~1년,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,"",매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",2025.08.22 00:00,2025.09.20 23:59,118,3,1,1,초대졸(예정)
51629223,경력 Veeam 백업 엔지니어 모집,경력 Veeam 백업 엔지니어 모집,이비즈테크,(주)이비즈테크,이비즈테크,이비즈테크,9,DevOps/시스템 엔지니어,Linux;Windows;DB;Oracle;MSSQL,경력 1년,경력 1~1년,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,"",매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",2025.08.22 00:00,2025.09.20 23:59,118,3,1,1,초대졸(예정)
51629223,경력 Veeam 백업 엔지니어 모집,경력 Veeam 백업 엔지니어 모집,이비즈테크,(주)이비즈테크,이비즈테크,이비즈테크,15,SW/솔루션,Linux;Windows;DB;Oracle;MSSQL,경력 1년,경력 1~1년,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,"",매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",2025.08.22 00:00,2025.09.20 23:59,118,3,1,1,초대졸(예정)
51629223,경력 Veeam 백업 엔지니어 모집,경력 Veeam 백업 엔지니어 모집,이비즈테크,(주)이비즈테크,이비즈테크,이비즈테크,19,빅데이터 엔지니어,Linux;Windows;DB;Oracle;MSSQL,경력 1년,경력 1~1년,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,"",매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",2025.08.22 00:00,2025.09.20 23:59,118,3,1,1,초대졸(예정)
51629223,경력 Veeam 백업 엔지니어 모집,경력 Veeam 백업 엔지니어 모집,이비즈테크,(주)이비즈테크,이비즈테크,이비즈테크,21,기술지원,Linux;Windows;DB;Oracle;MSSQL,경력 1년,경력 1~1년,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,"",매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",2025.08.22 00:00,2025.09.20 23:59,118,3,1,1,초대졸(예정)
51686583,백엔드 개발자 (3년 ~ 7년),백엔드 개발자 (3년 ~ 7년),데이터메이커,(주)데이터메이커,데이터메이커,데이터메이커,1,서버/백엔드 개발자,Django;DjangoRESTframework;MySQL;Rails;RESTAPI;Node.js;Spring;Python;Oracle;PostgreSQL,경력 3~7년,경력 3~7년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",급성장중;휴가비 지원;프리한 복장;재택근무;유연근무제;성과급/상여금,Golang;AngularJS;scikit-learn;Babel;GitHub;PostgreSQL;ES6;three.js;REST API;Shell;PyTorch;GitHub Actions;Docker;Terraform;Django REST framework;JavaScript;MySQL;Oracle;Python;Ubuntu;CSS 3;Rust;Argo;Redis;Nuxt.js;Node.js;Spring;Pulumi;React;Rails;Vue.js;Git;Linux;Django;TailwindCSS;Ansible;HTML5;Keras;GoLand;Webpack;Kubernetes,중소기업,전기ㆍ전자공학 연구개발업,2025.09.01 00:00,2025.09.30 23:59,98,11,3,7,대졸(예정)
51686583,백엔드 개발자 (3년 ~ 7년),백엔드 개발자 (3년 ~ 7년),데이터메이커,(주)데이터메이커,데이터메이커,데이터메이커,3,웹 풀스택 개발자,Django;DjangoRESTframework;MySQL;Rails;RESTAPI;Node.js;Spring;Python;Oracle;PostgreSQL,경력 3~7년,경력 3~7년,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,회사내규에 따름,"",급성장중;휴가비 지원;프리한 복장;재택근무;유연근무제;성과급/상여금,Golang;AngularJS;scikit-learn;Babel;GitHub;PostgreSQL;ES6;three.js;REST API;Shell;PyTorch;GitHub Actions;Docker;Terraform;Django REST framework;JavaScript;MySQL;Oracle;Python;Ubuntu;CSS 3;Rust;Argo;Redis;Nuxt.js;Node.js;Spring;Pulumi;React;Rails;Vue.js;Git;Linux;Django;TailwindCSS;Ansible;HTML5;Keras;GoLand;Webpack;Kubernetes,중소기업,전기ㆍ전자공학 연구개발업,2025.09.01 00:00,2025.09.30 23:59,98,11,3,7,대졸(예정)
51476065,웹서버 개발자 신입 채용,웹서버 개발자 신입 채용,에프엘이에스,(주)에프엘이에스,에프엘이에스,에프엘이에스,1,서버/백엔드 개발자,Java;React;Spring;C++,신입,신입,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접 후 결정,"",유연근무제,RTOS;Golang;FPGA;PostgreSQL;Spring Boot;iOS;MachineLearning;MATLAB;HW;VHDL;Docker;MySQL;Verilog;Flutter;Embedded;NestJS;Python;Auth0;JSP;Embedded Linux;GraphQL;Node.js;MSSQL;Spring;PCB;SQL;Vue.js;Yocto;Git;Linux;Swift;Keras;Zeplin;Hyperledger Indy;ARM;Android OS;Dart;C;Qt;GitHub;Kafka;Windows;Laravel;TypeScript;FW;REST API;AZURE;Elasticsearch;Solidity;JavaScript;Cisco ISE;Objective-C;PHP;React.js Boilerplate;MSA;Oracle;AWS;TensorFlow;Java;CSS 3;Firebase;C++;SecureCRT;SW;Redis;MariaDB;React;Kotlin;jQuery;GCP;HTML5;Firebase Hosting;BigData;Slim;DB;Mybatis;Kubernetes,중소기업;주식회사,응용 소프트웨어 개발 및 공급업,2025.08.15 00:00,2025.09.13 23:59,538,70,0,0,대졸(예정)
51722550,백엔드개발자(Node.js) [경력],백엔드개발자(Node.js) [경력],리비바이오,(주)리비바이오,리비바이오,리비바이오,1,서버/백엔드 개발자,Backendless;MySQL;Node.js;PostgreSQL;Redis;TypeScript,경력 3~20년,경력 3~20년,무관,학력무관,정규직,면접 후 결정,"",장기근속 포상;2호선 역세권 기업;유연근무제;점심지원,Java;PostgreSQL;Go;Redis;Node.js;iOS;Kotlin;TypeScript;Backendless;Git;MySQL;PHP;BigData;MSA;Swift;Android SDK;Android Studio;Etl;Android OS,중소기업,데이터베이스 및 온라인정보 제공업,2025.09.03 00:00,2025.10.02 23:59,94,22,3,20,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51741559,백엔드 개발자,백엔드 개발자,더블미디어,(주)더블미디어,더블미디어,더블미디어,1,서버/백엔드 개발자,Golang;JavaScript;MySQL;Redis;AWS,경력 3~20년,경력 3~20년,무관,학력무관,정규직,회사내규에 따름,"",매출액 500억 기업;장기근속 포상;7호선 역세권 기업;점심지원;사내 카페;영업이익률 20% 이상,Golang;Vue.js;CSS 3;JavaScript;MySQL;Redis;AWS;React;NestJS,중소기업,위성 및 기타 방송업,2025.09.04 00:00,2025.10.03 23:59,260,35,3,20,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
51708921,Java 기반 POS 백엔드 개발,Java 기반 POS 백엔드 개발,페이앤스토어,(주)페이앤스토어,페이앤스토어,페이앤스토어,1,서버/백엔드 개발자,Java;JavaScript;SpringFramework;SpringDataJPA;Hibernate,경력 4~7년,경력 4~7년,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접 후 결정,"",자유로운 연차;프리한 복장;2호선 역세권 기업;유연근무제,Java;Hibernate;Windows Terminal;Akka HTTP;Windows;Jira;Apache HTTP Server;QA;Slack;JavaScript;Spring Framework;TCP/IP;Spring Data JPA,중소기업;주식회사,포털 및 기타 인터넷 정보매개 서비스업,2025.09.01 00:00,2025.09.30 00:01,89,29,4,7,초대졸(예정)
51723637,Backend Engineer (경력 8~12년),Backend Engineer (경력 8~12년),위펀,(주)위펀,위펀,위펀,1,서버/백엔드 개발자,MySQL;SpringBoot;Java;QueryDSL;MariaDB,경력 8~12년,경력 8~12년,무관,학력무관,정규직,면접 후 결정,"",연봉상승률 10% 이상;시리즈C 투자유치;급성장중;장기근속 포상;자유로운 연차;패밀리데이;프리한 복장;2호선 역세권 기업;유연근무제;점심지원,Java;CSS 3;QueryDSL;Semantic UI;MariaDB;Spring Boot;React;TypeScript;Vue.js;Git;Semantic UI React;JavaScript;HTML5;MySQL,중소기업;주식회사,"",2025.09.04 00:00,2025.10.03 23:59,95,9,8,12,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정)
