posting_id,job_category_kor,posting_title_j,posting_tech_stack,education_j,education_s,employment_type,position,company_keywords_jumpit,company_tech_stack,company_type,industry,exp_min,exp_max,edu_category,start_datetime,end_datetime,posting_views_total,applicants_total,company_name,salary_info_reliability,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
51765709,웹퍼블리셔;프론트엔드 개발자,솔루션 프론트엔드(Frontend),GUI;RESTAPI;JavaScript;React;TypeScript;IntelliJIDEA;VisualStudioCode;ApexCharts,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,"","평균연봉 상위 10%;연봉상승률 15% 이상;급성장중;2호선 역세권 기업;유연근무제;평균연봉 7,000 이상;영업이익률 20% 이상",Java;C++;ApexCharts;C;IntelliJ IDEA;Spring Boot;Spring;React;Utm;TypeScript;REST API;Shell;Visual Studio Code;Swagger UI;Git;Linux;JavaScript;TCP/IP;GUI;Spring Security,중소기업,시스템 소프트웨어 개발 및 공급업,3,7,대졸(예정),2025.09.09 00:00,2025.10.08 23:59,58,16,(주)노아시스템즈,매우낮음,4656,4744.75,4872.25,5060.75,5236.75,5435.75,5664.5,5903,6180,6470.5,6768.5,7072.75,7377.25,7681,7987,8301.25,8625.75,8954,9122.33,10769.08,10918.27
51682772,DevOps/시스템 엔지니어,Citrix 가상화 엔지니어 경력 모집,CitrixGateway;Linux;WindowsServer,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"",매출액 100억 기업;경강선 역세권 기업;유연근무제;성과급/상여금,Linux;Windows Server;Citrix Gateway,"",응용 소프트웨어 개발 및 공급업,1,2,초대졸(예정),2025.08.30 00:00,2025.09.28 23:59,94,3,(주)누리인포스,보통,3314,3370.5,3443.25,3546.25,3627.25,3717.5,3822.5,3929.5,4060.25,4202.25,4359.25,4533.5,4716,4898.25,5076.75,5257,5447.75,5653.75,5761,6976.92,7087.64
51682776,DevOps/시스템 엔지니어,Citrix 가상화 엔지니어 신입 모집,CitrixGateway;Linux;WindowsServer,"대학졸업(2,3년) 이상
(졸업예정자 가능)","대졸(2,3년제) 이상(예정자 가능)",정규직,"",매출액 100억 기업;경강선 역세권 기업;유연근무제;성과급/상여금,Linux;Windows Server;Citrix Gateway,"",응용 소프트웨어 개발 및 공급업,0,0,초대졸(예정),2025.08.30 00:00,2025.09.28 23:59,112,9,(주)누리인포스,보통,3314,3370.5,3443.25,3546.25,3627.25,3717.5,3822.5,3929.5,4060.25,4202.25,4359.25,4533.5,4716,4898.25,5076.75,5257,5447.75,5653.75,5761,6976.92,7087.64
51550028,프론트엔드 개발자,Front-End Engineer,React;Vue.js;Angular2;Next.js;Remix;Svelte;TypeScript;JavaScript;Vite;Webpack,무관,학력무관,정규직,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,5,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정),2025.08.13 00:00,2025.09.11 23:59,99,,(주)누비랩,낮음,3627.75,3696.5,3792.75,3932.5,4061.75,4204.75,4365.5,4527.25,4708.5,4891.5,5075,5259.75,5440.25,5615.5,5787,5960.25,6142.75,6338.25,6438,7696.25,7811.18
51550093,기술지원,앱 개발자 (Flutter),Flutter;Kotlin;Swift;MVVM;RESTAPI,무관,학력무관,정규직,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,3,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정),2025.08.13 00:00,2025.09.11 23:59,164,,(주)누비랩,낮음,3627.75,3696.5,3792.75,3932.5,4061.75,4204.75,4365.5,4527.25,4708.5,4891.5,5075,5259.75,5440.25,5615.5,5787,5960.25,6142.75,6338.25,6438,7696.25,7811.18
51550595,인공지능/머신러닝,AI Engineer,PyTorch;AWS;Docker;Slack;Notion;GoogleDocs;GitHub,무관,학력무관,정규직,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,5,10,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정),2025.08.13 00:00,2025.09.11 23:59,161,,(주)누비랩,낮음,3627.75,3696.5,3792.75,3932.5,4061.75,4204.75,4365.5,4527.25,4708.5,4891.5,5075,5259.75,5440.25,5615.5,5787,5960.25,6142.75,6338.25,6438,7696.25,7811.18
51553096,개발 PM;웹 풀스택 개발자,Technical Product Manager,yolo;TypeScript;React;Node.js;JavaScript;AWS;Docker;Kotlin;Spring;GitHub,무관,학력무관,정규직,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,5,15,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정),2025.08.13 00:00,2025.09.11 23:59,90,,(주)누비랩,낮음,3627.75,3696.5,3792.75,3932.5,4061.75,4204.75,4365.5,4527.25,4708.5,4891.5,5075,5259.75,5440.25,5615.5,5787,5960.25,6142.75,6338.25,6438,7696.25,7811.18
51602652,인공지능/머신러닝;SW/솔루션,[전문연구요원] AI Engineer,NLP;PyTorch;AWS;Docker;Slack;Notion;GitHub;GoogleDocs,석사졸업 이상,석사졸업 이상,병역특례,"",급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,0,0,석박사(예정),2025.08.20 00:00,2025.09.18 23:59,174,,(주)누비랩,낮음,3627.75,3696.5,3792.75,3932.5,4061.75,4204.75,4365.5,4527.25,4708.5,4891.5,5075,5259.75,5440.25,5615.5,5787,5960.25,6142.75,6338.25,6438,7696.25,7811.18
51689512,서버/백엔드 개발자,원장 개발,C;C++;Oracle;Jira,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,269,5,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689562,프론트엔드 개발자,HTS 채널 개발,JavaScript;Mfc,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,153,7,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689577,안드로이드 개발자;iOS 개발자,MTS 채널 개발,Kotlin;Swift;Java;Objective-C;JavaScript,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,246,15,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689594,크로스플랫폼 앱개발자,Web/WTS 채널 개발,Java;SpringFramework;jQuery;Vue.js,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,222,24,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689610,서버/백엔드 개발자,공통 SW 아키텍처 개발,C;Java;SpringFramework;JavaScript;Oracle;jQuery;MySQL;Linux,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,325,21,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689623,서버/백엔드 개발자,자산운용 시스템 개발,C;C++;Oracle;Jira;ERP;DB,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,10,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,345,16,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689650,DBA,데이터베이스 엔지니어,Oracle;Mantis,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,"","평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,247,12,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51722453,안드로이드 개발자,안드로이드 개발자 [신입],AndroidOS;AndroidSDK;AndroidStudio,무관,학력무관,정규직,"",장기근속 포상;2호선 역세권 기업;유연근무제;점심지원,Java;PostgreSQL;Go;Redis;Node.js;iOS;Kotlin;TypeScript;Backendless;Git;MySQL;PHP;BigData;MSA;Swift;Android SDK;Android Studio;Etl;Android OS,중소기업,데이터베이스 및 온라인정보 제공업,0,0,고졸 미만;고졸(예정);초대졸(예정);대졸(예정);석박사(예정),2025.09.03 00:00,2025.10.02 23:59,253,39,(주)리비바이오,낮음,2894.75,2947.5,3021,3128.5,3221,3324,3440.5,3559.75,3707.5,3869.5,4039,4203.75,4350.75,4480.25,4605.5,4750.25,4920.5,5098.75,5197.33,5939.75,6005.45
51689667,서버/백엔드 개발자,투자정보서버 개발,Redis;Linux;Oracle;C;MySQL,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,면접후결정,"평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,5,20,대졸(예정),2025.09.01 00:00,2025.09.09 23:59,241,7,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51689868,DBA,데이터 아키텍트,Oracle;MySQL;MariaDB;PostgreSQL,"대학졸업(2,3년) 이상","대졸(2,3년제) 이상",정규직,면접후결정,"평균연봉 상위 10%;주거복지;다우키움 계열사;유연근무제;코스피;평균연봉 7,000 이상",ERP;C;PostgreSQL;Mfc;Mantis;VPN;JavaScript;MySQL;Objective-C;Oracle;Python;Java;C++;L2;L3;vmware;L4;Redis;MariaDB;Jira;Kotlin;Vue.js;jQuery;Linux;Cisco;Spring Framework;Swift;Mybatis;DB,1000대기업;중견기업;코스피;외부감사법인;수출입 기업,포털 및 기타 인터넷 정보매개 서비스업,7,20,초대졸(예정),2025.09.01 00:00,2025.09.09 23:59,181,3,(주)다우기술,매우높음,4274,4350,4463.25,4648.5,4842.75,5083.25,5358.25,5631.75,5919.5,6197.25,6466.75,6732.5,6998.5,7274,7563.25,7864.5,8171.25,8479,8633.33,10397.58,10558.18
51692814,서버/백엔드 개발자,시니어 백엔드 개발자(5년 이상),SpringBoot;SpringDataJPA;Java;Kotlin,대학교졸업(4년) 이상,대졸(4년제) 이상,정규직,"",연봉상승률 20% 이상;매출액 500억 기업;주거복지;급성장중;4호선 역세권 기업;유연근무제;점심지원;시리즈A 투자유치;예비 유니콘,Jetpack Compose;Router;FLEX;Flutter;Coroutine;Swift;iOS;Android OS;Rxswift;fastlane;Dart;Java;Spring Boot;Spring Data JPA;Kotlin,중소기업;외국인 투자기업;주식회사;연구소;병역특례 인증업체,응용 소프트웨어 개발 및 공급업,5,15,대졸(예정),2025.08.29 00:00,2025.09.27 23:59,140,28,(주)더스윙,높음,4305.75,4358.5,4408.5,4463.75,4466.25,4461.5,4464.5,4469.75,4491.25,4549.5,4644,4784,4971.5,5201.75,5463,5738.25,6009,6252.5,6374,6907.83,6954.64
51564425,인공지능/머신러닝,신기술 개발자 경력 채용,.NET;ASP.NET;Python;RESTAPI;Docker;Kubernetes;AWS;Java,고등학교졸업 이상,고교졸업 이상,정규직,"","평균연봉 상위 10%;연봉상승률 30% 이상;급성장중;9호선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상",C#;Java;MSSQL;AZURE;REST API;Docker;GCP;MySQL;ASP.NET;.NET;Oracle;AWS;Kubernetes;Python,중소기업,"화물운송 중개, 대리 및 관련 서비스업",5,15,고졸(예정),2025.08.17 00:00,2025.09.15 23:59,188,14,(주)더아머베어러,매우낮음,4245,4312.5,4403.5,4546.75,4671.25,4827.5,5004.25,5171.25,5352.75,5527.75,5701.5,5876.75,6050.25,6222.25,6393,6567,6749,6937.5,7034.67,8076,8170.64
